"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"Row836",0.0179605302026775,0,0.0158036091626561,0,0,0.0329920202575146,0,0,0,0,0,0,0,0,0,0,0,0
"Row837",0.0179605302026775,0,0.00928435539361089,0,0,0.0308475676724898,0,0,0,0,0,0,0,0,0,0,0,0
"Row838",0.0179605302026775,0,0.0217572257571207,0,0,0.0231709184854611,0,0,0,0,0,0,0,0,0,0,0,0
"Row839",0.0179605302026775,0,0.0173547377781995,0,0,0.0332770356832618,0,0,0,0,0,0,0,0,0,0,0,0
"Row840",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row841",0.0179605302026775,0,0.0155208130445746,0,0,0.0390536684349441,0,0,0,0,0,0,0,0,0,0,0,0
"Row842",0.0179605302026775,0,0.00824291746597519,0,0,0.0373137304910858,0,0,0,0,0,0,0,0,0,0,0,0
"Row843",0.0179605302026775,0,0.0145848230759326,0,0,0.0396417173089045,0,0,0,0,0,0,0,0,0,0,0,0
"Row844",0.0179605302026775,0,0.0138559245823645,0,0,0.0343951248373916,0,0,0,0,0,0,0,0,0,0,0,0
"Row845",0.0179605302026775,0,0.0102632836151968,0,0,0.0316810678247089,0,0,0,0,0,0,0,0,0,0,0,0
"Row846",0.0179605302026775,0,0.0127045623425653,0,0,0.0399143035559228,0,0,0,0,0,0,0,0,0,0,0,0
"Row847",0.0179605302026775,0,0.0142378840724499,0,0,0.0299537546866646,0,0,0,0,0,0,0,0,0,0,0,0
"Row848",0.0179605302026775,0,0.0147533088647195,0,0,0.0351677326983294,0,0,0,0,0,0,0,0,0,0,0,0
"Row849",0.0179605302026775,0,0.00674811436102129,0,0,0.0406166232999541,0,0,0,0,0,0,0,0,0,0,0,0
"Row850",0.0179605302026775,0,0.0107441053938376,0,0,0.0409634375601858,0,0,0,0,0,0,0,0,0,0,0,0
"Row851",0.0179605302026775,0,0.016264035135971,0,0,0.0388262280813758,0,0,0,0,0,0,0,0,0,0,0,0
"Row852",0.0179605302026775,0,0.0179527887027421,0,0,0.0353780944693875,0,0,0,0,0,0,0,0,0,0,0,0
"Row853",0.0179605302026775,0,0.00680068243543723,0,0,0.0472672284946037,0,0,0,0,0,0,0,0,0,0,0,0
"Row854",0.0179605302026775,0,0.0168918100850603,0,0,0.0454742073161552,0,0,0,0,0,0,0,0,0,0,0,0
"Row855",0.0179605302026775,0,0.00604253205117296,0,0,0.0401579961812127,0,0,0,0,0,0,0,0,0,0,0,0
"Row856",0.0179605302026775,0,0.013682523858776,0,0,0.0418091510333354,0,0,0,0,0,0,0,0,0,0,0,0
"Row857",0.0179605302026775,0,0.0127730456855545,0,0,0.0500134780721107,0,0,0,0,0,0,0,0,0,0,0,0
"Row858",0.0179605302026775,0,0.00991719690230498,0,0,0.0308120607651366,0,0,0,0,0,0,0,0,0,0,0,0
"Row859",0.0179605302026775,0,0.0169667944777572,0,0,0.0287077252206372,0,0,0,0,0,0,0,0,0,0,0,0
"Row860",0.0179605302026775,0,0.0167131410304507,0,0,0.0326425002634673,0,0,0,0,0,0,0,0,0,0,0,0
"Row861",0.0179605302026775,0,0.00950702470516636,0,0,0.034288854092232,0,0,0,0,0,0,0,0,0,0,0,0
"Row862",0.0179605302026775,0,0.00777747886307522,0,0,0.0318514975262393,0,0,0,0,0,0,0,0,0,0,0,0
"Row863",0.0179605302026775,0,0.0108960348637317,0,0,0.0311128884789867,0,0,0,0,0,0,0,0,0,0,0,0
"Row864",0.0179605302026775,0,0.0220624926201094,0,0,0.0366867254369993,0,0,0,0,0,0,0,0,0,0,0,0
"Row865",0.0179605302026775,0,0.00878271135194265,0,0,0.0354293545706136,0,0,0,0,0,0,0,0,0,0,0,0
"Row866",0.0179605302026775,0,0.0105548636574879,0,0,0.033881771292047,0,0,0,0,0,0,0,0,0,0,0,0
"Row867",0.0179605302026775,0,0.00922334377205036,0,0,0.0535825792697975,0,0,0,0,0,0,0,0,0,0,0,0
"Row868",0.0179605302026775,0,0.0100400873989501,0,0,0.0379248566487772,0,0,0,0,0,0,0,0,0,0,0,0
"Row869",0.0179605302026775,0,0.0093356692115976,0,0,0.0367639960172093,0,0,0,0,0,0,0,0,0,0,0,0
"Row870",0.0179605302026775,0,0.0175989109395339,0,0,0.0426642398035866,0,0,0,0,0,0,0,0,0,0,0,0
"Row871",0.0179605302026775,0,0.0118562225679764,0,0,0.0395062460510016,0,0,0,0,0,0,0,0,0,0,0,0
"Row872",0.0179605302026775,0,0.0180622891109078,0,0,0.0407650088908188,0,0,0,0,0,0,0,0,0,0,0,0
"Row873",0.0179605302026775,0,0.0182768420139462,0,0,0.0343885828246562,0,0,0,0,0,0,0,0,0,0,0,0
"Row874",0.0179605302026775,0,0.0138384618988435,0,0,0.0358202058577913,0,0,0,0,0,0,0,0,0,0,0,0
"Row875",0.0179605302026775,0,0.010078731070942,0,0,0.0400493806425935,0,0,0,0,0,0,0,0,0,0,0,0
"Row876",0.0179605302026775,0,0.0124197656384769,0,0,0.0383909109081399,0,0,0,0,0,0,0,0,0,0,0,0
"Row877",0.0179605302026775,0,0.00687629397707095,0,0,0.0379038412872794,0,0,0,0,0,0,0,0,0,0,0,0
"Row878",0.0179605302026775,0,0.0220086688304784,0,0,0.0329522316449591,0,0,0,0,0,0,0,0,0,0,0,0
"Row879",0.0179605302026775,0,0.00649108684827403,0,0,0.0322490747304777,0,0,0,0,0,0,0,0,0,0,0,0
"Row880",0.0179605302026775,0,0.0185191530063437,0,0,0.0368226366719926,0,0,0,0,0,0,0,0,0,0,0,0
"Row881",0.0179605302026775,0,0.0131258511727543,0,0,0.0349775811570695,0,0,0,0,0,0,0,0,0,0,0,0
"Row882",0.0179605302026775,0,0.00807831165120227,0,0,0.0411254346632255,0,0,0,0,0,0,0,0,0,0,0,0
"Row883",0.0179605302026775,0,0.0162994033693281,0,0,0.0308705138447821,0,0,0,0,0,0,0,0,0,0,0,0
"Row884",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row885",0.0179605302026775,0,0.0129966120434696,0,0,0.0444254624344735,0,0,0,0,0,0,0,0,0,0,0,0
"Row886",0.0179605302026775,0,0.0069194059274604,0,0,0.0375334284839198,0,0,0,0,0,0,0,0,0,0,0,0
"Row887",0.0179605302026775,0,0.0160538031697085,0,0,0.0241909473820671,0,0,0,0,0,0,0,0,0,0,0,0
"Row888",0.0179605302026775,0,0.00961157043193697,0,0,0.0347397290286432,0,0,0,0,0,0,0,0,0,0,0,0
"Row889",0.0179605302026775,0,0.0132288560281717,0,0,0.0266789520757121,0,0,0,0,0,0,0,0,0,0,0,0
"Row890",0.0179605302026775,0,0.0179431486200163,0,0,0.0267911989235026,0,0,0,0,0,0,0,0,0,0,0,0
"Row891",0.0179605302026775,0,0.00798397791443491,0,0,0.0401445931031077,0,0,0,0,0,0,0,0,0,0,0,0
"Row892",0.0179605302026775,0,0.0103454576892782,0,0,0.03978449616692,0,0,0,0,0,0,0,0,0,0,0,0
"Row893",0.0179605302026775,0,0.00870640955568048,0,0,0.0351023581300565,0,0,0,0,0,0,0,0,0,0,0,0
"Row894",0.0179605302026775,0,0.00790717367553042,0,0,0.0301277780127147,0,0,0,0,0,0,0,0,0,0,0,0
"Row895",0.0179605302026775,0,0.013526279455235,0,0,0.0274551948515397,0,0,0,0,0,0,0,0,0,0,0,0
"Row896",0.0179605302026775,0,0.0190513863895718,0,0,0.0372044664463729,0,0,0,0,0,0,0,0,0,0,0,0
"Row897",0.0179605302026775,0,0.0161924804781946,0,0,0.0415711418326589,0,0,0,0,0,0,0,0,0,0,0,0
"Row898",0.0179605302026775,0,0.0251429763931078,0,0,0.0383436469478145,0,0,0,0,0,0,0,0,0,0,0,0
"Row899",0.0179605302026775,0,0.0161016344858813,0,0,0.0481260179049266,0,0,0,0,0,0,0,0,0,0,0,0
"Row900",0.0179605302026775,0,0.0369313335507254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row901",0.0179605302026775,0,0.0435243067193336,0,0,0,0.00402137153370715,0,0,0,0,0.0742153517902802,0,0,0,0,0.0310636101452442,0
"Row902",0.0179605302026775,0,0.0328372455157254,0,0,0,0.00603178882752302,0,0,0,0,0.0380019258794603,0,0,0,0,0.0427384632051569,0
"Row903",0.0179605302026775,0,0.0341233399386241,0,0,0,0.00637782530885013,0,0,0,0,0.044169105534249,0,0,0,0,0.02926263445898,0
"Row904",0.0179605302026775,0,0.0321932049822018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row905",0.0179605302026775,0,0.0311198379542052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row906",0.0179605302026775,0,0.0323650975423549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row907",0.0179605302026775,0,0.035643823871308,0,0,0,0.00945181476695088,0,0,0,0,0.0571540368566347,0,0,0,0,0,0
"Row908",0.0179605302026775,0,0.0384665086255614,0,0,0,0.00826931688756852,0,0,0,0,0.0403196777910013,0,0,0,0,0.0431262045969844,0
"Row909",0.0179605302026775,0,0.0383902923807519,0,0,0,0.00601588789221302,0,0,0,0,0.0425057991599886,0,0,0,0,0,0
"Row910",0.0179605302026775,0,0.0397572513889037,0,0,0,0.0133742880340522,0,0,0,0,0.0368757097236287,0,0,0,0,0.0269974759429287,0
"Row911",0.0179605302026775,0,0.0479193930371289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row912",0.0179605302026775,0,0.0349364659463409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row913",0.0179605302026775,0,0.0401967792352859,0,0,0,0.00620895585455104,0,0,0,0,0.0496199000776454,0,0,0,0,0,0
"Row914",0.0179605302026775,0,0.0304480874639777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row915",0.0179605302026775,0,0.0314801947800824,0,0,0,0.00503516127591837,0,0,0,0,0.0531254951645698,0,0,0,0,0,0.0443403865625775
"Row916",0.0179605302026775,0,0.0331207905540672,0,0,0,0.00928404272591739,0,0,0,0,0.0311554085087554,0,0,0,0,0.0266216228940011,0
"Row917",0.0179605302026775,0,0.0302487106416783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row918",0.0179605302026775,0,0.0243227106468244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row919",0.0179605302026775,0,0.0468213053923359,0,0,0,0.00772533836378622,0,0,0,0,0.0559966684556035,0,0,0,0,0,0.0343105620340161
"Row920",0.0179605302026775,0,0.0254804358548443,0,0,0,0.00737820527508652,0,0,0,0,0.0489401733049794,0,0,0,0,0.0388672079449507,0
"Row921",0.0179605302026775,0,0.0304484122604775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row922",0.0179605302026775,0,0.0411182500804669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row923",0.0179605302026775,0,0.0325897938325352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row924",0.0179605302026775,0,0.0407662247003384,0,0,0,0.00700881404830079,0,0,0,0,0.0724099570544701,0,0,0,0,0,0
"Row925",0.0179605302026775,0,0.0418902549095745,0,0,0,0.00708674315090261,0,0,0,0,0.0374877184235858,0,0,0,0,0.053980294995472,0
"Row926",0.0179605302026775,0,0.035840122130205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row927",0.0179605302026775,0,0.0371171159425599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row928",0.0179605302026775,0,0.0392532585443924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row929",0.0179605302026775,0,0.0294257962226471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row930",0.0179605302026775,0,0.0200191063268401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row931",0.0179605302026775,0,0.0329157016176571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row932",0.0179605302026775,0,0.0329138947496515,0,0,0,0.00466127842679062,0,0,0,0,0.0535334469032045,0,0,0,0,0,0.032415577610316
"Row933",0.0179605302026775,0,0.0406769674966416,0,0,0,0.00738139546723085,0,0,0,0,0.0633535371882471,0,0,0,0,0.0400966576244781,0
"Row934",0.0179605302026775,0,0.0415884887858349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row935",0.0179605302026775,0,0.0335488069382173,0,0,0,0.00780030169633108,0,0,0,0,0.0615247834795029,0,0,0,0,0.0241582986180667,0
"Row936",0.0179605302026775,0,0.041487340213946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row937",0.0179605302026775,0,0.0300424827731283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row938",0.0179605302026775,0,0.035200732163132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row939",0.0179605302026775,0,0.0297160890019415,0,0,0,0.00762328534693327,0,0,0,0,0.0422748991257029,0,0,0,0,0.0421941288207818,0
"Row940",0.0179605302026775,0,0.0371060802126834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row941",0.0179605302026775,0,0.0403124469070602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row942",0.0179605302026775,0,0.0232693151679163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row943",0.0179605302026775,0,0.0320928058951859,0,0,0,0.00797616524206486,0,0,0,0,0.0453186731791439,0,0,0,0,0,0
"Row944",0.0179605302026775,0,0.0377497538554703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row945",0.0179605302026775,0,0.0240663717276247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row946",0.0179605302026775,0,0.0247959007224377,0,0,0,0.00464240038903843,0,0,0,0,0.0593324497755931,0,0,0,0,0.0588133152392403,0
"Row947",0.0179605302026775,0,0.0376541229294739,0,0,0,0.00526101276995099,0,0,0,0,0.0498275204629762,0,0,0,0,0.0406934770914403,0
"Row948",0.0179605302026775,0,0.0364548760795592,0,0,0,0.00732544617373923,0,0,0,0,0.0465530930368502,0,0,0,0,0,0
"Row949",0.0179605302026775,0,0.0300447088651194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row950",0.0179605302026775,0,0.0319731577067749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row951",0.0179605302026775,0,0.0328313509964994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row952",0.0179605302026775,0,0.032728703645306,0,0,0,0.00567020654554683,0,0,0,0,0.049192106868781,0,0,0,0,0.0317444463839077,0
"Row953",0.0179605302026775,0,0.0378477974518186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row954",0.0179605302026775,0,0.0339345075461218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row955",0.0179605302026775,0,0.0446116723542885,0,0,0,0.00755180229862904,0,0,0,0,0.0488508192593913,0,0,0,0,0,0
"Row956",0.0179605302026775,0,0.039254530401684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row957",0.0179605302026775,0,0.0403618925213149,0,0,0,0.00511170682174488,0,0,0,0,0.0672706113427054,0,0,0,0,0.0224856089634091,0
"Row958",0.0179605302026775,0,0.0439230457298966,0,0,0,0.00969003911706426,0,0,0,0,0.0411250170719527,0,0,0,0,0.0336047212605707,0
"Row959",0.0179605302026775,0,0.0430065778449969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row960",0.0179605302026775,0,0.0404847075109711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row961",0.0179605302026775,0,0.0355787952465599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row962",0.0179605302026775,0,0.0405374390794437,0,0,0,0.00542812186592661,0,0,0,0,0.0722055061046878,0,0,0,0,0.0377716712845377,0
"Row963",0.0179605302026775,0,0.0341584061722322,0,0,0,0.00885497339019569,0,0,0,0,0.035135008449966,0,0,0,0,0.0420903154974849,0
"Row964",0.0179605302026775,0,0.0377381136575246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row965",0.0179605302026775,0,0.0320248876853774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row966",0.0179605302026775,0,0.027377907640657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row967",0.0179605302026775,0,0.0365881147493986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row968",0.0179605302026775,0,0.0327279817556688,0,0,0,0.00615514250683269,0,0,0,0,0.0556915936885765,0,0,0,0,0,0
"Row969",0.0179605302026775,0,0.0388590955201741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row970",0.0179605302026775,0,0.0438116449002996,0,0,0,0.00663451057405041,0,0,0,0,0.0695344094342104,0,0,0,0,0,0
"Row971",0.0179605302026775,0,0.0377825539738446,0,0,0,0.00499825209227896,0,0,0,0,0.0541916137427397,0,0,0,0,0.0329323268610519,0
"Row972",0.0179605302026775,0,0.0310982943303628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row973",0.0179605302026775,0,0.039072060802013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row974",0.0179605302026775,0,0.0307013921466698,0,0,0,0.00655455211661056,0,0,0,0,0.0478322781564718,0,0,0,0,0,0.0415643012350359
"Row975",0.0179605302026775,0,0.0349602753169776,0,0,0,0.00924581418318283,0,0,0,0,0.0372737691657764,0,0,0,0,0.0269804410099741,0
"Row976",0.0179605302026775,0,0.0340298885988646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row977",0.0179605302026775,0,0.0460501750744589,0,0,0,0.0048020851501997,0,0,0,0,0.0690392525858206,0,0,0,0,0,0
"Row978",0.0179605302026775,0,0.0343463353887752,0,0,0,0.0132281374398524,0,0,0,0,0.0328258092731101,0,0,0,0,0.0250407408731405,0
"Row979",0.0179605302026775,0,0.0293900479105554,0,0,0,0.0109002092244762,0,0,0,0,0.0630522163671262,0,0,0,0,0.0550743274889055,0
"Row980",0.0179605302026775,0,0.0288875655146823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row981",0.0179605302026775,0,0.0422198100135475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row982",0.0179605302026775,0,0.0413796849305699,0,0,0,0.0219643991130708,0,0,0,0,0.0294077939901816,0,0,0,0,0,0
"Row983",0.0179605302026775,0,0.0349916708838581,0,0,0,0.00504327477264838,0,0,0,0,0.0567766730788942,0,0,0,0,0.0401705328224119,0
"Row984",0.0179605302026775,0,0.0396193070282603,0,0,0,0.00525686072014533,0,0,0,0,0.0446680575112897,0,0,0,0,0,0
"Row985",0.0179605302026775,0,0.042212217126263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row986",0.0179605302026775,0,0.0330832138742368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row987",0.0179605302026775,0,0.0319070497358241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row988",0.0179605302026775,0,0.037606252380486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row989",0.0179605302026775,0,0.0357368013080796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row990",0.0179605302026775,0,0.0271202975140631,0,0,0,0.00643470458503422,0,0,0,0,0.0411595218693645,0,0,0,0,0.0272200639931132,0
"Row991",0.0179605302026775,0,0.0419202977058056,0,0,0,0.00751721456363657,0,0,0,0,0.0630828568928808,0,0,0,0,0.0355498391035427,0
"Row992",0.0179605302026775,0,0.0486084878866284,0,0,0,0.00471590240190876,0,0,0,0,0.058372519921114,0,0,0,0,0,0
"Row993",0.0179605302026775,0,0.0343125579461809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row994",0.0179605302026775,0,0.0320213197432968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row995",0.0179605302026775,0,0.0453210596372722,0,0,0,0.00697955763482393,0,0,0,0,0.0644820982061814,0,0,0,0,0,0
"Row996",0.0179605302026775,0,0.0402693983909726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row997",0.0179605302026775,0,0.0353732642643857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row998",0.0179605302026775,0,0.0339640074257829,0,0,0,0.0078537512079133,0,0,0,0,0.0583031633870391,0,0,0,0,0.0240713545013031,0
"Row999",0.0179605302026775,0,0.0402556770981134,0,0,0,0.00471635066433294,0,0,0,0,0.0568423648329361,0,0,0,0,0,0
"Row1000",0.0179605302026775,0,0.0243471278060825,0,0,0,0.0643429266952299,0,0,0,0,0,0,0,0,0,0,0
"Row1001",0.0179605302026775,0,0.0406230677775584,0,0,0,0.0436717705685209,0,0,0,0,0,0,0,0,0,0,0
"Row1002",0.0179605302026775,0,0.0249346029391773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1003",0.0179605302026775,0,0.025867829112708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1004",0.0179605302026775,0,0.0300893532600648,0,0,0,0.0590485207677563,0,0,0,0,0,0,0,0,0,0,0
"Row1005",0.0179605302026775,0,0.0340317676677563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1006",0.0179605302026775,0,0.0337569373255103,0,0,0,0.0527791231588706,0,0,0,0,0,0,0,0,0,0,0
"Row1007",0.0179605302026775,0,0.0364634627459752,0,0,0,0.0500755027703753,0,0,0,0,0,0,0,0,0,0,0
"Row1008",0.0179605302026775,0,0.0278868380976903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1009",0.0179605302026775,0,0.0348620816464015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1010",0.0179605302026775,0,0.0289326527590077,0,0,0,0.0639593564068251,0,0,0,0,0,0,0,0,0,0,0
"Row1011",0.0179605302026775,0,0.0352829335969827,0,0,0,0.052105398103923,0,0,0,0,0,0.0606256882589493,0,0,0,0,0
"Row1012",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1013",0.0179605302026775,0,0.0368696133559956,0,0,0,0.0573444490129186,0,0,0,0,0,0,0,0,0,0,0
"Row1014",0.0179605302026775,0,0.0282679388207402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1015",0.0179605302026775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1016",0.0179605302026775,0,0.0316058534804933,0,0,0,0.0360682440130072,0,0,0,0,0,0,0,0,0,0,0
"Row1017",0.0179605302026775,0,0.0280989986844171,0,0,0,0.0615621353396958,0,0,0,0,0,0,0,0,0,0,0
"Row1018",0.0179605302026775,0,0.0232515139509965,0,0,0,0.0463475558726298,0,0,0,0,0,0,0,0,0,0,0
"Row1019",0.0179605302026775,0,0.0349360954718744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1020",0.0179605302026775,0,0.0387684208761973,0,0,0,0.0411631226667437,0,0,0,0,0,0,0,0,0,0,0
"Row1021",0.0179605302026775,0,0.0280552566797447,0,0,0,0.0667647940612981,0,0,0,0,0,0,0,0,0,0,0
"Row1022",0.0179605302026775,0,0.0397309958555034,0,0,0,0.0406281809773068,0,0,0,0,0,0,0,0,0,0,0
"Row1023",0.0179605302026775,0,0.0365211872468959,0,0,0,0.0361729006561693,0,0,0,0,0.0328570517762045,0,0,0,0,0,0
"Row1024",0.0179605302026775,0,0.0345183312988341,0,0,0,0.0297832395805102,0,0,0,0,0,0,0,0,0,0,0
"Row1025",0.0179605302026775,0,0.0312928178962,0,0,0,0.0575991494356524,0,0,0,0,0,0,0,0,0,0,0
"Row1026",0.0179605302026775,0,0.0292196372717448,0,0,0,0.0439587122845683,0,0,0,0,0,0,0,0,0,0,0
"Row1027",0.0179605302026775,0,0.0370561089520625,0,0,0,0.0457805602407465,0,0,0,0,0,0,0,0,0,0,0
"Row1028",0.0179605302026775,0,0.0340577047974195,0,0,0,0.0309790543209574,0,0,0,0,0,0,0,0,0,0,0
"Row1029",0.0179605302026775,0,0.0326170935769579,0,0,0,0.0484996296538192,0,0,0,0,0,0,0,0,0,0,0
"Row1030",0.0179605302026775,0,0.0307165741588106,0,0,0,0.0439089170858175,0,0,0,0,0,0,0,0,0,0,0
"Row1031",0.0179605302026775,0,0.0345902903224566,0,0,0,0.0571731180613054,0,0,0,0,0,0,0,0,0,0,0
"Row1032",0.0179605302026775,0,0.0415329079150858,0,0,0,0.047351701961623,0,0,0,0,0,0,0,0,0,0,0
"Row1033",0.0179605302026775,0,0.0299054411307107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1034",0.0179605302026775,0,0.0329702386485242,0,0,0,0.0471011838654146,0,0,0,0,0.0184589272725092,0,0,0,0,0,0.0438191258744727
"Row1035",0.0179605302026775,0,0.0255273834868833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1036",0.0179605302026775,0,0.0268250521178984,0,0,0,0.0729439717507158,0,0,0,0,0,0,0,0,0,0,0
"Row1037",0.0179605302026775,0,0.0312125984127957,0,0,0,0.0586259240825451,0,0,0,0,0,0.0307594679781695,0,0,0,0,0
"Row1038",0.0179605302026775,0,0.0343502621728434,0,0,0,0.0395911255751986,0,0,0,0,0,0,0,0,0,0,0
"Row1039",0.0179605302026775,0,0.024637432949051,0,0,0,0.0564656484574004,0,0,0,0,0,0,0,0,0,0,0
"Row1040",0.0179605302026775,0,0.0280207603242535,0,0,0,0.025126033440971,0,0,0,0,0,0,0,0,0,0,0
"Row1041",0.0179605302026775,0,0.0293902523104675,0,0,0,0.0462288955382141,0,0,0,0,0,0,0,0,0,0,0
"Row1042",0.0179605302026775,0,0.026917659528187,0,0,0,0.0387917376336149,0,0,0,0,0,0,0,0,0,0,0
"Row1043",0.0179605302026775,0,0.0320133255941035,0,0,0,0.0336768984643235,0,0,0,0,0,0,0,0,0,0,0
"Row1044",0.0179605302026775,0,0.020502258913339,0,0,0,0.0605325868182151,0,0,0,0,0,0,0,0,0,0,0
"Row1045",0.0179605302026775,0,0.025881541330356,0,0,0,0.0493401772248354,0,0,0,0,0,0,0,0,0,0,0
"Row1046",0.0179605302026775,0,0.0324873826275354,0,0,0,0.0421884908302977,0,0,0,0,0,0,0,0,0,0,0
"Row1047",0.0179605302026775,0,0.0435167363324155,0,0,0,0.045409646022435,0,0,0,0,0,0,0,0,0,0,0
"Row1048",0.0179605302026775,0,0.0343460672417957,0,0,0,0.0426010482181401,0,0,0,0,0,0,0,0,0,0,0
"Row1049",0.0179605302026775,0,0.033153110649861,0,0,0,0.0541234678489784,0,0,0,0,0,0,0,0,0,0,0
"Row1050",0.0179605302026775,0,0.0295207547228571,0,0,0,0.0491559821817772,0,0,0,0,0,0,0,0,0,0,0
"Row1051",0.0179605302026775,0,0.0264867518235434,0,0,0,0.026846287843289,0,0,0,0,0,0,0,0,0,0,0
"Row1052",0.0179605302026775,0,0.0311345495578431,0,0,0,0.0565714527568486,0,0,0,0,0,0,0,0,0,0,0
"Row1053",0.0179605302026775,0,0.0279442324257462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row1054",0.0179605302026775,0,0.0381267597701287,0,0,0,0.0500246068663668,0,0,0,0,0,0,0,0,0,0,0
"Row1055",0.0179605302026775,0,0.0335150721892467,0,0,0,0.0437137114711554,0,0,0,0,0,0,0,0,0,0,0
"Row1056",0.0179605302026775,0,0.0292655992827397,0,0,0,0.0442658786955915,0,0,0,0,0,0,0,0,0,0,0
"Row1057",0.0179605302026775,0,0.0287892167509797,0,0,0,0.0509863863978434,0,0,0,0,0,0,0,0,0,0,0
"Row1058",0.0179605302026775,0,0.0360878720775676,0,0,0,0.0430430511198487,0,0,0,0,0,0,0,0,0,0,0
